article_id,subject_id,subject_name,subject_fullname,root_name,auto_label,main_field,sub_field,leaf_subject
1842,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
1842,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
1843,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
1843,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
1843,151,Nükleer Bilim ve Teknolojisi,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Fen,True,Fen,Mühendislik,Nükleer Bilim ve Teknolojisi
1843,73,"Fizik, Nükleer","Fen > Temel Bilimler > Fizik, Nükleer",Fen,True,Fen,Temel Bilimler,"Fizik, Nükleer"
1845,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
1845,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
1846,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
1846,142,"Mühendislik, Hava ve Uzay","Fen > Mühendislik > Mühendislik, Hava ve Uzay",Fen,True,Fen,Mühendislik,"Mühendislik, Hava ve Uzay"
1846,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
1847,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen,True,Fen,Mühendislik,Denizcilik
1849,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen,True,Fen,Mühendislik,Denizcilik
1849,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
1850,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen,True,Fen,Mühendislik,Denizcilik
1851,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen,True,Fen,Mühendislik,Denizcilik
1851,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
1853,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen,True,Fen,Mühendislik,Denizcilik
1853,59,Endüstri Mühendisliği,Fen > Mühendislik > Endüstri Mühendisliği,Fen,True,Fen,Mühendislik,Endüstri Mühendisliği
1853,187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,True,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi
1854,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen,True,Fen,Mühendislik,Denizcilik
1854,187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,True,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi
1856,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen,True,Fen,Mühendislik,Denizcilik
1856,187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,True,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi
1857,60,Enerji ve Yakıtlar,Fen > Mühendislik > Enerji ve Yakıtlar,Fen,True,Fen,Mühendislik,Enerji ve Yakıtlar
1857,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1858,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1859,52,Diş Hekimliği,Fen > Diş Hekimliği > Diş Hekimliği,Fen,True,Fen,Diş Hekimliği,Diş Hekimliği
1859,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
1859,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1861,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1861,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
1862,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1862,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal,True,Sosyal,Sosyal,Sanat
1863,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1863,154,Optik,Fen > Temel Bilimler > Optik,Fen,True,Fen,Temel Bilimler,Optik
1864,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1864,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal,True,Sosyal,Sosyal,Sanat
1865,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1865,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal,True,Sosyal,Sosyal,Sanat
1866,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Seramik"
1866,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal,True,Sosyal,Sosyal,Sanat
1868,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
1868,89,Hemşirelik,Sosyal > Sosyal > Hemşirelik,Sosyal,True,Sosyal,Sosyal,Hemşirelik
1870,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
1870,90,Hukuk,Sosyal > Sosyal > Hukuk,Sosyal,True,Sosyal,Sosyal,Hukuk
1870,105,Kadın Araştırmaları,Sosyal > Sosyal > Kadın Araştırmaları,Sosyal,True,Sosyal,Sosyal,Kadın Araştırmaları
1872,169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,True,Fen,Tıp,Rehabilitasyon
1872,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
1873,191,Tıbbi Araştırmalar Deneysel,Fen > Tıp > Tıbbi Araştırmalar Deneysel,Fen,True,Fen,Tıp,Tıbbi Araştırmalar Deneysel
1873,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
1874,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
1874,173,Sağlık Politikaları ve Hizmetleri,Sosyal > Sosyal > Sağlık Politikaları ve Hizmetleri,Sosyal,True,Sosyal,Sosyal,Sağlık Politikaları ve Hizmetleri
1875,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
1875,173,Sağlık Politikaları ve Hizmetleri,Sosyal > Sosyal > Sağlık Politikaları ve Hizmetleri,Sosyal,True,Sosyal,Sosyal,Sağlık Politikaları ve Hizmetleri
1876,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
1876,193,Tıbbi İnformatik,Fen > Tıp > Tıbbi İnformatik,Fen,True,Fen,Tıp,Tıbbi İnformatik
1876,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
1878,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1878,154,Optik,Fen > Temel Bilimler > Optik,Fen,True,Fen,Temel Bilimler,Optik
1879,72,"Fizik, Matematik","Fen > Temel Bilimler > Fizik, Matematik",Fen,True,Fen,Temel Bilimler,"Fizik, Matematik"
1879,154,Optik,Fen > Temel Bilimler > Optik,Fen,True,Fen,Temel Bilimler,Optik
1881,125,"Malzeme Bilimleri, Kaplamalar ve Filmler","Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kaplamalar ve Filmler"
1881,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1881,154,Optik,Fen > Temel Bilimler > Optik,Fen,True,Fen,Temel Bilimler,Optik
1883,43,Çevre Bilimleri,Fen > Temel Bilimler > Çevre Bilimleri,Fen,True,Fen,Temel Bilimler,Çevre Bilimleri
1883,154,Optik,Fen > Temel Bilimler > Optik,Fen,True,Fen,Temel Bilimler,Optik
1887,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1887,15,Alerji,Fen > Tıp > Alerji,Fen,True,Fen,Tıp,Alerji
1889,15,Alerji,Fen > Tıp > Alerji,Fen,True,Fen,Tıp,Alerji
1889,166,Psikiyatri,Fen > Tıp > Psikiyatri,Fen,True,Fen,Tıp,Psikiyatri
1891,15,Alerji,Fen > Tıp > Alerji,Fen,True,Fen,Tıp,Alerji
1892,15,Alerji,Fen > Tıp > Alerji,Fen,True,Fen,Tıp,Alerji
1892,163,Pediatri,Fen > Tıp > Pediatri,Fen,True,Fen,Tıp,Pediatri
1894,11,Acil Tıp,Fen > Tıp > Acil Tıp,Fen,True,Fen,Tıp,Acil Tıp
1894,15,Alerji,Fen > Tıp > Alerji,Fen,True,Fen,Tıp,Alerji
1895,15,Alerji,Fen > Tıp > Alerji,Fen,True,Fen,Tıp,Alerji
1895,177,Solunum Sistemi,Fen > Tıp > Solunum Sistemi,Fen,True,Fen,Tıp,Solunum Sistemi
1897,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1897,112,"Kimya, Organik","Fen > Temel Bilimler > Kimya, Organik",Fen,True,Fen,Temel Bilimler,"Kimya, Organik"
1898,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1898,112,"Kimya, Organik","Fen > Temel Bilimler > Kimya, Organik",Fen,True,Fen,Temel Bilimler,"Kimya, Organik"
1899,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1899,112,"Kimya, Organik","Fen > Temel Bilimler > Kimya, Organik",Fen,True,Fen,Temel Bilimler,"Kimya, Organik"
1900,151,Nükleer Bilim ve Teknolojisi,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Fen,True,Fen,Mühendislik,Nükleer Bilim ve Teknolojisi
1900,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1901,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1902,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1902,112,"Kimya, Organik","Fen > Temel Bilimler > Kimya, Organik",Fen,True,Fen,Temel Bilimler,"Kimya, Organik"
1903,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1903,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1904,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
1904,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1905,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1905,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1905,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1906,70,"Fizik, Atomik ve Moleküler Kimya","Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",Fen,True,Fen,Temel Bilimler,"Fizik, Atomik ve Moleküler Kimya"
1906,37,Biyokimya ve Moleküler Biyoloji,Fen > Tıp > Biyokimya ve Moleküler Biyoloji,Fen,True,Fen,Tıp,Biyokimya ve Moleküler Biyoloji
1906,153,Onkoloji,Fen > Tıp > Onkoloji,Fen,True,Fen,Tıp,Onkoloji
1911,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1911,190,Termodinamik,Fen > Temel Bilimler > Termodinamik,Fen,True,Fen,Temel Bilimler,Termodinamik
1912,104,Jeoloji,Fen > Mühendislik > Jeoloji,Fen,True,Fen,Mühendislik,Jeoloji
1912,143,"Mühendislik, Jeoloji","Fen > Mühendislik > Mühendislik, Jeoloji",Fen,True,Fen,Mühendislik,"Mühendislik, Jeoloji"
1912,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1914,114,"Kimya, Uygulamalı","Fen > Temel Bilimler > Kimya, Uygulamalı",Fen,True,Fen,Temel Bilimler,"Kimya, Uygulamalı"
1914,132,Matematik,Fen > Temel Bilimler > Matematik,Fen,True,Fen,Temel Bilimler,Matematik
1914,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1915,98,İnşaat ve Yapı Teknolojisi,Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,Fen,True,Fen,Mühendislik,İnşaat ve Yapı Teknolojisi
1915,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1915,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
1916,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1916,160,Paleontoloji,Fen > Temel Bilimler > Paleontoloji,Fen,True,Fen,Temel Bilimler,Paleontoloji
1922,61,Enfeksiyon Hastalıkları,Fen > Tıp > Enfeksiyon Hastalıkları,Fen,True,Fen,Tıp,Enfeksiyon Hastalıkları
1922,79,Gastroenteroloji ve Hepatoloji,Fen > Tıp > Gastroenteroloji ve Hepatoloji,Fen,True,Fen,Tıp,Gastroenteroloji ve Hepatoloji
1922,197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,True,Fen,Tıp,Transplantasyon
1923,197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,True,Fen,Tıp,Transplantasyon
1924,61,Enfeksiyon Hastalıkları,Fen > Tıp > Enfeksiyon Hastalıkları,Fen,True,Fen,Tıp,Enfeksiyon Hastalıkları
1924,163,Pediatri,Fen > Tıp > Pediatri,Fen,True,Fen,Tıp,Pediatri
1924,197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,True,Fen,Tıp,Transplantasyon
1925,41,Cerrahi,Fen > Tıp > Cerrahi,Fen,True,Fen,Tıp,Cerrahi
1925,82,Geriatri ve Gerontoloji,Fen > Tıp > Geriatri ve Gerontoloji,Fen,True,Fen,Tıp,Geriatri ve Gerontoloji
1925,197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,True,Fen,Tıp,Transplantasyon
1926,58,Endokrinoloji ve Metabolizma,Fen > Tıp > Endokrinoloji ve Metabolizma,Fen,True,Fen,Tıp,Endokrinoloji ve Metabolizma
1926,107,Kalp ve Kalp Damar Sistemi,Fen > Tıp > Kalp ve Kalp Damar Sistemi,Fen,True,Fen,Tıp,Kalp ve Kalp Damar Sistemi
1926,197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,True,Fen,Tıp,Transplantasyon
1927,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
1927,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
1927,188,Telekomünikasyon,Fen > Mühendislik > Telekomünikasyon,Fen,True,Fen,Mühendislik,Telekomünikasyon
1928,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
1929,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
1929,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
1929,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen,True,Fen,Mühendislik,Polimer Bilimi
1933,98,İnşaat ve Yapı Teknolojisi,Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,Fen,True,Fen,Mühendislik,İnşaat ve Yapı Teknolojisi
1933,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
1933,203,"Yeşil, Sürdürülebilir Bilim ve Teknoloji","Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",Fen,True,Fen,Mühendislik,"Yeşil, Sürdürülebilir Bilim ve Teknoloji"
1934,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
1934,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
1934,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen,True,Fen,Mühendislik,Polimer Bilimi
1936,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
1936,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
1937,151,Nükleer Bilim ve Teknolojisi,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Fen,True,Fen,Mühendislik,Nükleer Bilim ve Teknolojisi
1937,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1942,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
1942,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1944,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
1944,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1944,114,"Kimya, Uygulamalı","Fen > Temel Bilimler > Kimya, Uygulamalı",Fen,True,Fen,Temel Bilimler,"Kimya, Uygulamalı"
1945,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
1945,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1946,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
1946,71,"Fizik, Katı Hal","Fen > Temel Bilimler > Fizik, Katı Hal",Fen,True,Fen,Temel Bilimler,"Fizik, Katı Hal"
1947,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1947,163,Pediatri,Fen > Tıp > Pediatri,Fen,True,Fen,Tıp,Pediatri
1947,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
1950,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1950,169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,True,Fen,Tıp,Rehabilitasyon
1951,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen,True,Fen,Mühendislik,"Mühendislik, Biyotıp"
1951,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1951,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
1952,52,Diş Hekimliği,Fen > Diş Hekimliği > Diş Hekimliği,Fen,True,Fen,Diş Hekimliği,Diş Hekimliği
1952,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1953,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1953,166,Psikiyatri,Fen > Tıp > Psikiyatri,Fen,True,Fen,Tıp,Psikiyatri
1953,177,Solunum Sistemi,Fen > Tıp > Solunum Sistemi,Fen,True,Fen,Tıp,Solunum Sistemi
1954,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1954,181,Spor Bilimleri,Fen > Tıp > Spor Bilimleri,Fen,True,Fen,Tıp,Spor Bilimleri
1955,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1955,87,Halk ve Çevre Sağlığı,Fen > Tıp > Halk ve Çevre Sağlığı,Fen,True,Fen,Tıp,Halk ve Çevre Sağlığı
1956,77,Fizyoloji,Fen > Tıp > Fizyoloji,Fen,True,Fen,Tıp,Fizyoloji
1957,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1957,170,Robotik,Fen > Mühendislik > Robotik,Fen,True,Fen,Mühendislik,Robotik
1957,169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,True,Fen,Tıp,Rehabilitasyon
1959,59,Endüstri Mühendisliği,Fen > Mühendislik > Endüstri Mühendisliği,Fen,True,Fen,Mühendislik,Endüstri Mühendisliği
1959,170,Robotik,Fen > Mühendislik > Robotik,Fen,True,Fen,Mühendislik,Robotik
1960,59,Endüstri Mühendisliği,Fen > Mühendislik > Endüstri Mühendisliği,Fen,True,Fen,Mühendislik,Endüstri Mühendisliği
1960,170,Robotik,Fen > Mühendislik > Robotik,Fen,True,Fen,Mühendislik,Robotik
1963,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1963,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen,True,Fen,Mühendislik,"Mühendislik, Biyotıp"
1963,170,Robotik,Fen > Mühendislik > Robotik,Fen,True,Fen,Mühendislik,Robotik
1964,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1964,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen,True,Fen,Mühendislik,"Mühendislik, Biyotıp"
1964,170,Robotik,Fen > Mühendislik > Robotik,Fen,True,Fen,Mühendislik,Robotik
1965,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1965,170,Robotik,Fen > Mühendislik > Robotik,Fen,True,Fen,Mühendislik,Robotik
1965,205,Ziraat Mühendisliği,Fen > Ziraat > Ziraat Mühendisliği,Fen,True,Fen,Ziraat,Ziraat Mühendisliği
1966,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1966,170,Robotik,Fen > Mühendislik > Robotik,Fen,True,Fen,Mühendislik,Robotik
1966,205,Ziraat Mühendisliği,Fen > Ziraat > Ziraat Mühendisliği,Fen,True,Fen,Ziraat,Ziraat Mühendisliği
1970,142,"Mühendislik, Hava ve Uzay","Fen > Mühendislik > Mühendislik, Hava ve Uzay",Fen,True,Fen,Mühendislik,"Mühendislik, Hava ve Uzay"
1970,187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,True,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi
1970,101,İşletme,Sosyal > Sosyal > İşletme,Sosyal,True,Sosyal,Sosyal,İşletme
1971,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1971,142,"Mühendislik, Hava ve Uzay","Fen > Mühendislik > Mühendislik, Hava ve Uzay",Fen,True,Fen,Mühendislik,"Mühendislik, Hava ve Uzay"
